language,created_at,watchers_sum,forks_sum,count
Powershell,2011-12-22,9,5,5
Opa,2011-05-30,12,5,1
Logtalk,2010-03-18,3,1,1
Modelica,2011-06-12,2584,966,14
Prolog,2011-11-02,6,3,3
FORTRAN,2011-06-02,22,11,11
HaXe,2012-02-16,28,14,14
Verilog,2011-06-29,20,20,10
Standard ML,2012-02-10,3,2,1
Factor,2012-03-05,1,1,1
Coq,2011-12-03,4,1,1
Io,2008-05-14,10,7,1
OpenEdge ABL,2011-07-14,23,8,7
Prolog,2012-03-22,11,11,11
Visual Basic,2012-01-29,12,4,2
FORTRAN,2010-11-29,51,34,17
Delphi,2012-02-12,39,39,39
Racket,2012-03-03,1,0,1
HaXe,2011-09-05,4,1,1
HaXe,2011-12-27,11,1,1
Smalltalk,2010-06-28,4,1,1
Tcl,2011-02-17,12,5,2
Visual Basic,2012-03-18,1,1,1
Powershell,2012-03-04,32,32,32
ASP,2011-07-14,3,1,1
Rust,2011-12-09,5,4,1
Modelica,2011-08-18,3,3,3
FORTRAN,2012-01-27,2,2,2
ASP,2012-02-20,6,6,6
Scilab,2011-06-02,12,12,6
FORTRAN,2012-01-19,2,2,2
Vala,2011-12-29,13,13,13
F#,2011-09-25,3,1,1
Eiffel,2012-02-18,2,2,2
F#,2011-03-29,398,102,6
HaXe,2010-03-24,12,3,1
FORTRAN,2011-02-24,2,2,2
Elixir,2012-01-07,108,9,9
Eiffel,2011-03-31,72,72,24
Modelica,2011-07-22,33,13,1
Prolog,2010-07-25,10,5,5
FORTRAN,2011-11-28,3,2,1
Verilog,2012-03-09,2,2,2
Verilog,2011-02-22,3,2,1
F#,2012-01-29,8,8,8
Smalltalk,2012-03-01,1,1,1
SuperCollider,2011-08-02,1,1,1
F#,2012-02-26,253,127,64
Io,2012-03-22,1,1,1
FORTRAN,2012-02-04,21,15,5
Pure Data,2011-05-19,10,10,5
Standard ML,2011-10-22,4,2,2
HaXe,2011-08-18,170,14,14
Vala,2011-07-12,4,2,2
Rust,2012-02-01,17,8,9
Objective-J,2009-11-17,13,3,2
Prolog,2012-03-10,23,20,20
Visual Basic,2011-04-26,3,1,1
Prolog,2012-03-15,11,11,11
Elixir,2011-07-30,27,21,12
Powershell,2010-08-23,2,2,2
Eiffel,2012-01-09,2,0,2
Visual Basic,2012-02-16,5,5,5
Rust,2012-02-19,4,2,2
Prolog,2012-03-07,113,113,113
Nemerle,2012-02-17,1,0,1
Standard ML,2010-09-08,35,10,5
Racket,2012-02-15,237,216,39
Delphi,2012-02-05,13,13,13
SuperCollider,2010-12-02,2,1,1
Opa,2012-03-12,26,11,11
Rust,2012-01-05,1,0,1
Standard ML,2012-03-22,10,7,7
FORTRAN,2012-03-06,24,24,24
FORTRAN,2011-11-14,2,2,1
ooc,2010-05-08,3,1,1
F#,2012-03-18,16,15,15
Racket,2011-08-18,4,0,4
VHDL,2011-11-16,5,5,5
Rust,2012-02-03,20,0,20
FORTRAN,2011-04-19,8,7,1
Objective-J,2012-03-20,3,3,3
Rust,2012-01-19,1,0,1
Vala,2012-03-29,30,29,29
FORTRAN,2010-12-15,1,1,1
Rust,2012-01-20,12,8,3
Prolog,2012-01-23,13,13,13
FORTRAN,2012-01-14,137,120,59
FORTRAN,2011-07-11,8,0,2
Prolog,2011-12-06,1,1,1
OpenEdge ABL,2011-06-02,7,7,7
Rebol,2012-02-19,120,60,20
Vala,2011-09-06,75,9,3
Racket,2012-03-06,7,0,7
Visual Basic,2012-02-01,3,3,3
Arduino,2012-03-05,1,1,1
Delphi,2011-12-12,30,30,30
Tcl,2012-02-03,1,1,1
Parrot,2010-12-01,38,5,1
AutoHotkey,2012-03-21,4,3,4
Tcl,2009-05-09,27,7,1
PowerShell,2011-10-26,7,14,7
Turing,2012-03-14,2,2,2
F#,2012-03-24,1,1,1
FORTRAN,2011-08-07,3,3,3
Arduino,2012-03-04,6,6,6
Verilog,2012-02-09,6,3,3
SuperCollider,2010-02-23,46,23,23
Visual Basic,2012-02-20,7,7,7
Powershell,2009-11-04,2,1,1
OpenEdge ABL,2008-09-18,8,8,2
Delphi,2011-10-08,9,4,2
Arduino,2012-03-14,9,9,9
FORTRAN,2011-08-11,4,0,1
Verilog,2011-12-28,18,9,9
F#,2011-09-30,1,1,1
Delphi,2011-11-23,3,3,3
Arduino,2012-03-15,19,19,19
Objective-J,2010-05-30,2,1,1
Nemerle,2012-03-15,5,2,5
Turing,2009-09-11,14,5,1
Standard ML,2011-04-30,8,4,2
FORTRAN,2012-02-16,4,0,4
ASP,2010-03-05,18,8,2
Gosu,2012-03-26,1,1,1
Powershell,2012-03-19,2,1,2
Coq,2012-03-18,2,2,2
Delphi,2012-02-29,1,1,1
Arduino,2012-03-18,23,21,21
Visual Basic,2012-02-27,2,2,2
Io,2008-02-07,27,3,1
Visual Basic,2011-03-28,1,1,1
Visual Basic,2012-01-17,2,2,2
FORTRAN,2011-04-25,6,2,2
Objective-J,2012-02-07,906,122,120
HaXe,2011-03-23,753,96,21
SuperCollider,2012-01-09,13,12,12
Tcl,2012-03-12,15,10,10
Coq,2011-12-09,10,0,6
Eiffel,2012-03-27,10,7,7
Ada,2011-01-29,3,1,1
Visual Basic,2012-03-21,31,30,29
HaXe,2012-01-28,41,28,28
Rust,2010-06-16,1049783,135131,1172
Verilog,2012-03-04,2,2,2
HaXe,2012-03-13,128,88,59
F#,2011-10-09,2,1,1
Delphi,2011-10-17,20,0,20
VHDL,2012-02-06,12,12,6
Racket,2012-02-10,7,7,7
OpenEdge ABL,2011-05-17,64,16,4
PowerShell,2012-02-25,9,9,9
Verilog,2011-11-03,5,5,5
Visual Basic,2012-02-08,1,1,1
Arduino,2012-03-28,41,34,35
Vala,2011-10-18,1,0,1
Racket,2011-02-15,4,4,2
Racket,2012-03-20,2,2,2
Verilog,2011-03-04,35,10,2
Verilog,2010-07-02,85,15,5
F#,2011-12-30,1,1,1
Arduino,2012-03-01,28,11,11
VHDL,2011-10-25,660,60,15
Arc,2009-12-14,1595,320,20
ASP,2012-03-14,18,15,14
Delphi,2010-04-26,3,2,1
Powershell,2012-03-13,26,21,26
Vala,2011-07-21,27,10,10
Objective-J,2010-12-30,2,0,2
Verilog,2012-02-16,20,20,20
Pure Data,2011-02-08,56,14,14
Pure Data,2011-11-06,36,12,12
Rust,2011-08-05,1,1,1
Prolog,2011-12-17,2,1,1
VHDL,2010-11-22,2,2,1
Delphi,2011-10-31,7,5,3
Pure Data,2012-03-17,3,3,3
Vala,2011-11-23,4,1,1
Boo,2011-11-19,2,0,1
F#,2012-02-14,1,1,1
ASP,2011-10-20,3,3,3
FORTRAN,2011-11-21,1,1,1
Objective-J,2010-10-08,77,5,1
Delphi,2011-02-27,33,5,2
AutoHotkey,2011-11-05,26,26,13
Visual Basic,2012-02-25,1,1,1
HaXe,2011-04-12,821,156,51
Parrot,2011-06-25,153,54,9
Prolog,2012-03-06,15,15,15
F#,2010-11-18,206,15,3
Scilab,2012-01-28,2,1,1
F#,2012-02-19,7,5,3
FORTRAN,2012-03-01,4,4,4
Tcl,2011-04-04,33,15,3
Visual Basic,2011-06-26,20,20,20
Pure Data,2012-02-15,15,4,2
Standard ML,2012-02-23,1,1,1
Vala,2011-07-16,38,8,5
VHDL,2012-01-31,2,2,2
Modelica,2009-02-18,117,18,1
Vala,2011-03-16,11,2,2
Prolog,2012-02-28,18,18,18
XQuery,2012-01-11,40,20,20
Visual Basic,2010-11-22,16,8,8
Parrot,2011-06-26,1,0,1
FORTRAN,2010-05-08,30,30,15
Delphi,2011-11-08,11,2,2
Racket,2012-01-26,4,4,4
Io,2008-09-07,20,3,1
Delphi,2011-08-03,92,84,7
PowerShell,2012-03-22,3,2,2
VHDL,2012-02-17,103,103,103
Elixir,2012-03-26,1,1,1
ASP,2012-03-04,1,1,1
Delphi,2011-03-08,8,6,2
Objective-J,2010-01-01,148,16,1
Rust,2012-03-09,32,14,16
PowerShell,2011-04-10,46,18,1
AutoHotkey,2010-07-18,56,28,14
Arduino,2012-02-06,3,3,3
Vala,2009-10-10,138,15,3
Smalltalk,2012-03-22,42,21,21
Standard ML,2011-09-24,27,9,9
AutoHotkey,2012-02-26,1,0,1
F#,2011-08-10,56,28,14
Objective-J,2012-03-01,1,0,1
Modelica,2012-02-21,5,5,5
Verilog,2010-03-09,10,6,1
F#,2012-03-22,2,0,2
Objective-J,2009-11-26,52,5,1
ASP,2012-03-18,1,1,1
Rust,2010-07-16,87,87,87
Visual Basic,2011-04-06,42,22,2
Elixir,2012-03-30,3,3,3
Delphi,2012-03-12,69,53,26
FORTRAN,2012-02-20,9,0,9
Arduino,2011-09-02,24,18,6
Delphi,2012-03-05,9,4,4
Rust,2011-12-21,3,3,1
Delphi,2011-02-20,8,1,1
Pure Data,2011-10-20,2,1,1
Modelica,2010-10-13,645,130,3
Delphi,2011-06-21,2,2,2
Verilog,2010-10-06,13,7,4
ASP,2010-11-16,2,2,2
VHDL,2011-03-13,1,1,1
Delphi,2012-01-10,7,4,2
Visual Basic,2011-10-06,39,22,5
Delphi,2012-03-23,12,12,12
SuperCollider,2011-04-10,41,6,3
Rust,2012-03-24,14,6,7
Prolog,2010-09-15,49,21,7
ASP,2012-03-26,60,60,31
SuperCollider,2009-11-20,4,4,4
FORTRAN,2010-05-25,11,2,1
Verilog,2012-03-26,11,11,11
F#,2011-10-18,90,60,30
Elixir,2011-02-01,63,27,9
Arduino,2011-08-03,36,16,4
AutoHotkey,2011-08-14,81,27,9
ASP,2012-03-20,3,3,3
F#,2012-01-09,2,1,1
SuperCollider,2012-02-28,13,6,6
HaXe,2012-03-11,65,43,43
Delphi,2012-01-11,1,1,1
Prolog,2012-03-11,6,6,6
Objective-J,2010-06-05,15,6,3
Turing,2012-03-25,2,2,2
Smalltalk,2012-03-31,1,1,1
Racket,2012-03-09,2,2,2
Standard ML,2009-07-30,11,11,11
SuperCollider,2011-04-20,15,3,3
Rust,2011-11-09,4,5,1
OpenEdge ABL,2012-03-25,6,0,6
AutoHotkey,2010-07-05,9,5,4
Rust,2011-12-20,21,13,7
Powershell,2011-08-26,153,10,5
Powershell,2011-09-10,5,1,1
HaXe,2012-03-05,296,56,38
Objective-J,2011-10-28,1,0,1
Pure Data,2012-02-01,28,12,4
HaXe,2011-12-13,15,3,3
Eiffel,2012-02-14,20,20,10
Arduino,2012-01-10,1,0,1
Racket,2012-03-25,4,0,4
HaXe,2012-02-13,9,4,4
Coq,2012-01-24,9,0,9
Elixir,2012-03-28,7,7,7
Delphi,2012-03-16,9,9,9
Powershell,2012-03-16,6,4,6
Boo,2012-03-16,2,2,2
Io,2012-03-20,2,2,2
Verilog,2011-07-20,443,75,75
Racket,2011-05-16,6,1,1
Delphi,2011-10-21,4,4,4
VHDL,2009-02-21,10,0,10
Objective-J,2009-09-03,22,5,1
Racket,2012-03-29,3,0,3
Opa,2011-12-15,40,16,8
Smalltalk,2012-03-29,10,10,10
Verilog,2011-11-17,2,1,1
HaXe,2011-07-25,362,45,9
ASP,2012-03-23,3,0,3
Racket,2011-04-25,2,2,1
VHDL,2011-03-06,4,2,2
Opa,2011-06-18,9,3,1
F#,2011-12-11,21,4,2
VHDL,2012-02-18,5,5,5
Delphi,2012-03-30,2,2,2
Turing,2009-10-13,96,44,7
Arduino,2012-03-24,16,14,14
Eiffel,2011-05-20,7,6,1
Powershell,2012-03-17,2,0,2
FORTRAN,2012-02-06,4,4,4
Racket,2012-03-05,10,10,10
Visual Basic,2012-03-23,7,7,7
Powershell,2012-03-07,34,18,16
Elixir,2012-03-01,1,0,1
Delphi,2012-03-26,5,7,7
Factor,2011-04-07,1,0,1
Arc,2012-03-24,1,0,1
Delphi,2010-11-14,5,2,1
Smalltalk,2012-01-30,30,15,5
Prolog,2012-03-20,4,3,2
Racket,2012-03-11,6,6,6
OpenEdge ABL,2011-11-16,13,3,3
HaXe,2009-09-25,151,20,4
Arduino,2012-03-13,52,39,48
Verilog,2012-02-10,2,2,2
FORTRAN,2011-03-25,18,12,6
VHDL,2012-01-08,8,8,8
Racket,2010-04-19,8,5,3
PowerShell,2012-03-14,2,2,2
Visual Basic,2011-09-26,35,20,5
XQuery,2011-05-06,3,1,1
Objective-J,2012-02-29,38,18,20
Smalltalk,2010-01-09,205,81,8
Objective-J,2011-03-28,2,0,1
HaXe,2012-02-23,302,70,24
Rust,2011-01-09,3,3,3
Visual Basic,2012-03-12,5,5,5
Delphi,2012-02-09,15,5,2
Opa,2012-03-29,6,4,4
Verilog,2012-02-17,4,4,4
Visual Basic,2012-03-06,13,4,4
Racket,2011-11-17,4,0,2
XQuery,2012-02-17,4,4,4
Powershell,2011-01-25,2,1,1
Arduino,2012-02-19,8,4,4
HaXe,2011-11-16,228,51,19
Rust,2012-02-02,12,0,12
Visual Basic,2011-09-29,48,12,4
Vala,2012-03-26,13,13,13
Powershell,2012-03-27,3,1,3
Ioke,2011-08-21,14,14,14
Delphi,2012-03-20,11,8,11
Delphi,2010-12-12,3339,2003,82
HaXe,2012-03-07,26,9,9
Vala,2011-02-09,3,2,1
Racket,2011-11-14,1,1,1
Opa,2012-03-07,11,0,3
Arduino,2012-03-09,25,22,22
Verilog,2012-02-21,71,27,44
VHDL,2012-02-25,32,29,29
Dylan,2012-03-21,6,6,6
Objective-J,2011-07-26,4,4,2
VHDL,2012-03-26,6,4,6
Delphi,2010-11-12,4,4,4
Arduino,2012-01-05,5,5,5
ASP,2011-10-05,1,1,1
Arduino,2012-02-27,2,2,2
Powershell,2012-03-08,34,9,25
Standard ML,2012-03-26,1,1,1
Racket,2012-03-16,8,15,8
VHDL,2012-03-16,13,13,13
F#,2012-03-21,9,0,8
Powershell,2012-02-06,2,2,2
HaXe,2011-09-15,168,24,6
Verilog,2012-03-07,1,1,1
Verilog,2011-07-24,16,3,3
Prolog,2012-03-23,7,7,7
Powershell,2012-02-19,1,1,1
Nemerle,2009-01-24,59,15,5
Gosu,2011-08-12,6,3,3
Delphi,2012-01-15,1,1,1
HaXe,2010-12-15,547,90,18
AutoHotkey,2011-11-04,5,5,5
Pure Data,2011-10-21,4,3,1
Standard ML,2012-03-09,15,15,15
Visual Basic,2012-03-24,19,9,18
Elixir,2012-03-20,3,2,2
Objective-J,2010-01-02,13,4,1
Visual Basic,2012-03-25,4,4,4
Dylan,2012-01-01,2,0,2
Verilog,2010-04-10,3,1,1
HaXe,2011-02-28,18,6,2
SuperCollider,2011-10-31,179,34,34
Opa,2011-10-20,33,20,4
Visual Basic,2010-07-22,18,9,2
FORTRAN,2011-12-02,6,6,6
Delphi,2011-12-14,3,3,3
Racket,2012-02-16,1,0,1
F#,2010-11-17,698,207,7
Delphi,2012-02-06,3,3,3
F#,2011-10-14,39,13,13
F#,2012-02-01,4,4,2
VHDL,2011-04-04,45,10,5
Racket,2012-03-08,36,20,20
F#,2011-06-03,8,2,1
Visual Basic,2011-11-20,2,0,2
Visual Basic,2012-03-10,13,10,11
Racket,2012-02-20,15,5,5
Racket,2011-12-16,5,5,5
Visual Basic,2010-10-27,5,5,5
F#,2012-02-25,1,1,1
Delphi,2012-02-17,1,1,1
AutoHotkey,2011-07-05,1,1,1
Verilog,2012-02-23,47,47,47
Factor,2010-09-17,3,1,1
Delphi,2010-04-10,7,2,1
F#,2011-09-07,2,1,1
Racket,2011-10-23,8,8,8
HaXe,2010-08-20,5,1,1
F#,2011-12-05,24,21,18
XQuery,2011-11-24,5,5,5
F#,2011-09-18,8,0,4
Arduino,2012-01-13,5,4,3
Fantom,2012-03-23,18,9,9
Arc,2012-02-20,5,0,5
Eiffel,2011-05-25,2,1,1
Io,2008-05-13,21,3,1
Vala,2012-03-14,42,42,42
Visual Basic,2010-08-11,2,2,1
VHDL,2012-01-19,23,20,13
Pure Data,2012-03-23,2,2,2
SuperCollider,2011-02-20,147,22,22
Io,2012-03-24,10,9,9
Ada,2012-02-24,2,1,1
Delphi,2012-03-19,8,4,8
Mirah,2010-02-03,127,8,2
Powershell,2012-03-05,1,0,1
Objective-J,2008-09-04,242531,34119,149
Visual Basic,2012-01-04,6,3,3
FORTRAN,2012-03-28,2,1,2
VHDL,2012-03-02,148,148,105
Powershell,2009-09-15,2675,494,13
Mirah,2012-01-14,2,1,1
F#,2012-03-11,19,15,18
AutoHotkey,2011-05-21,20,10,5
Nimrod,2011-05-23,8,4,4
Arduino,2012-03-08,10,11,10
Io,2009-08-19,18,4,1
SuperCollider,2010-06-25,22,2,2
Ada,2012-03-25,16,16,16
HaXe,2012-03-06,19,0,9
OpenEdge ABL,2012-03-02,4,4,4
Self,2008-10-23,203,18,2
HaXe,2010-11-05,9,2,1
PowerShell,2010-05-08,15,3,3
Powershell,2011-05-11,3545,315,27
FORTRAN,2011-04-13,30,27,6
Rust,2012-01-15,7,0,7
Standard ML,2011-02-28,3,3,3
Prolog,2012-02-08,3,1,1
Scilab,2012-03-11,32,17,17
OpenEdge ABL,2012-03-22,3,2,3
Powershell,2011-07-17,156,24,12
XQuery,2012-03-27,2,2,2
HaXe,2012-03-17,10,10,10
Boo,2011-04-28,40,0,10
Vala,2011-02-27,298,321,23
Rust,2011-10-13,2,2,2
VHDL,2009-04-02,3,0,1
Ioke,2011-07-27,2,2,2
AutoHotkey,2012-03-11,1,1,1
FORTRAN,2010-03-24,2,2,1
Tcl,2012-01-18,2,1,1
Racket,2012-01-18,58,58,58
ASP,2011-04-26,44,12,1
Arduino,2012-02-18,1,1,1
Racket,2012-03-24,6,6,6
Pure Data,2011-10-26,3,3,3
Rust,2012-02-08,39,14,25
Objective-J,2009-03-30,9,0,1
Arduino,2011-05-06,1,1,1
Visual Basic,2010-04-15,62,16,5
Standard ML,2010-09-21,40,5,5
VHDL,2012-03-28,8,8,8
SuperCollider,2009-10-03,31,4,2
VHDL,2012-03-30,3,3,3
Io,2012-02-25,1,1,1
F#,2012-03-16,7,7,7
Eiffel,2009-06-26,1,1,1
Opa,2012-03-04,9,0,2
Verilog,2010-12-08,2,1,1
Tcl,2012-03-14,48,48,48
FORTRAN,2011-11-03,2,2,2
VHDL,2012-03-25,16,16,7
Standard ML,2009-02-12,59,15,3
Elixir,2012-02-24,1,0,1
Nimrod,2012-03-28,1,1,1
Racket,2011-03-10,48,6,6
Racket,2012-03-28,1,1,1
Racket,2012-03-13,6,0,6
Prolog,2012-03-18,1,1,1
F#,2011-11-02,3,0,3
Delphi,2011-12-05,27,27,27
Gosu,2012-03-01,5,5,5
Factor,2011-09-28,24,12,12
Ada,2011-02-02,18,2,1
Arc,2010-11-01,18,6,3
Prolog,2011-08-03,1,1,1
HaXe,2012-02-09,21,11,11
Rust,2010-08-09,8,8,8
Smalltalk,2012-03-07,54,18,18
Smalltalk,2010-12-15,2,0,2
Objective-J,2010-09-25,7201,1029,32
Racket,2011-12-28,1,1,1
Ada,2012-03-28,2,2,2
Prolog,2012-03-26,11,10,11
Opa,2012-03-05,27,12,12
Nimrod,2011-08-11,2,0,2
FORTRAN,2010-08-17,58,8,4
Standard ML,2011-10-07,40,20,20
Io,2012-02-07,56,19,19
Delphi,2012-03-28,4,4,4
Delphi,2011-09-02,2,2,2
HaXe,2012-03-28,8,7,8
Verilog,2012-01-24,30,6,6
Objective-J,2012-03-31,1,0,1
Standard ML,2011-11-05,19,10,9
Visual Basic,2012-03-31,1,0,1
XQuery,2011-08-22,6,1,1
Apex,2012-03-29,8,8,8
Standard ML,2012-02-28,7,7,7
Elixir,2012-03-06,39,29,29
SuperCollider,2011-12-10,122,14,14
XQuery,2011-06-13,21,14,7
Pure Data,2011-09-22,9,1,1
Visual Basic,2010-04-09,3,1,1
Vala,2012-03-23,12,7,12
Visual Basic,2010-04-12,27,8,2
Verilog,2012-03-03,106,95,106
F#,2012-01-04,10,5,5
Arduino,2012-02-04,23,16,10
Rust,2011-12-30,12,6,6
FORTRAN,2010-07-26,41,11,5
F#,2012-02-29,74,17,17
HaXe,2012-03-10,39,8,8
Modelica,2012-01-31,1932,210,7
ASP,2011-06-04,10,10,10
HaXe,2012-02-06,2,1,1
Arduino,2012-02-28,3,3,3
Ioke,2011-02-03,3,1,1
Visual Basic,2010-04-20,350,46,42
FORTRAN,2011-03-11,2,2,2
Prolog,2012-03-08,15,15,15
ASP,2012-02-28,2,1,1
F#,2012-03-25,6,6,6
Delphi,2009-07-10,1768,400,100
VHDL,2012-01-26,31,31,31
Apex,2012-03-28,3,0,3
Verilog,2011-10-29,405,81,81
Eiffel,2011-10-20,6,3,3
Ada,2012-02-08,9,9,9
Rust,2011-02-18,48,8,4
SuperCollider,2011-08-05,18,9,9
Tcl,2012-02-14,3,3,3
Io,2011-12-05,7,3,3
Rust,2011-11-05,2,2,1
ASP,2012-03-24,4,4,4
Tcl,2011-09-22,6,4,1
SuperCollider,2012-03-08,1,1,1
ASP,2011-07-19,2,2,2
Rust,2012-03-29,6,0,5
FORTRAN,2011-10-06,13,13,13
VHDL,2011-11-01,10,10,10
XQuery,2012-02-24,6,6,6
VHDL,2012-02-24,1,1,1
Vala,2011-07-04,9,3,1
Powershell,2011-12-30,3,3,3
HaXe,2012-03-18,20,15,20
AutoHotkey,2010-02-19,39,13,13
Ada,2010-10-31,4,4,2
Dylan,2011-01-31,2,2,2
Delphi,2012-03-31,20,20,20
Rust,2012-02-24,8,3,3
ASP,2012-02-04,83,23,23
Visual Basic,2012-03-26,13,13,13
Delphi,2011-10-13,564,456,31
OpenEdge ABL,2012-03-18,3,0,3
SuperCollider,2012-03-04,14,14,14
Coq,2012-02-24,1,1,1
Delphi,2012-03-14,4,4,4
Arduino,2012-02-10,2,0,2
Eiffel,2012-02-07,1,0,1
Boo,2012-03-14,4,4,4
FORTRAN,2011-04-27,5,3,1
Scilab,2012-02-15,12,12,12
ASP,2012-03-19,3,3,3
Delphi,2011-05-15,4,2,1
ooc,2010-03-09,17,4,2
AutoHotkey,2012-03-20,2,2,2
Visual Basic,2012-01-19,6,3,3
Visual Basic,2011-05-16,68,54,7
Scilab,2012-03-26,2,2,2
Prolog,2011-05-19,2,0,2
F#,2011-12-23,198,38,19
Pure Data,2011-08-05,2,1,1
Visual Basic,2010-07-14,15045,352,22
Modelica,2012-02-09,72,39,13
Parrot,2012-01-20,3,0,3
VHDL,2012-03-14,1,1,1
Visual Basic,2011-10-28,1,1,1
Delphi,2012-01-27,1,1,1
AutoHotkey,2011-11-01,2,2,2
F#,2011-04-14,10,4,2
FORTRAN,2012-03-17,1,1,1
Prolog,2011-08-29,88,88,44
FORTRAN,2010-07-12,5,5,5
Apex,2011-12-01,8,2,2
Opa,2012-03-17,26,13,13
Arduino,2012-03-03,1,1,1
Nemerle,2011-07-07,6639,2064,65
F#,2010-12-12,2286,284,16
Tcl,2010-04-13,4,4,2
Vala,2012-02-03,6,2,4
Arduino,2011-04-29,2,2,2
SuperCollider,2010-11-16,23,10,10
HaXe,2010-10-14,2,1,1
Visual Basic,2012-03-07,2,2,2
Visual Basic,2011-11-15,13,13,13
SuperCollider,2011-06-26,2,2,2
Eiffel,2012-03-08,35,12,13
AutoHotkey,2012-03-13,7,4,4
Modelica,2009-08-31,1,1,1
Pure Data,2012-01-12,7,7,7
HaXe,2012-03-04,9,8,4
F#,2011-12-02,1,1,1
Logtalk,2010-06-02,22,4,2
HaXe,2011-11-26,1,1,1
Powershell,2012-03-11,25,25,25
Visual Basic,2012-03-05,5,5,5
Eiffel,2012-02-21,4,4,4
Racket,2012-02-01,1,1,1
F#,2012-01-02,239,64,8
Powershell,2012-01-09,1,0,1
F#,2011-02-08,172,70,6
Delphi,2011-01-11,35,15,14
VHDL,2012-02-01,21,7,7
Gosu,2012-02-05,6,6,3
Powershell,2010-07-21,2,2,2
Io,2011-05-28,2,2,2
Arduino,2012-01-01,3,2,1
Prolog,2012-01-10,7,7,7
Visual Basic,2012-02-29,18,19,14
ASP,2009-05-16,165,15,5
FORTRAN,2011-09-22,6,6,6
Delphi,2011-11-06,6,4,2
Rust,2011-12-15,18,15,4
Delphi,2012-01-18,2,1,1
Objective-J,2011-09-19,2,0,2
HaXe,2012-02-05,31,12,12
F#,2010-11-29,108,18,8
Arduino,2012-03-06,22,18,18
HaXe,2012-01-17,6,4,1
Delphi,2012-03-22,16,16,16
FORTRAN,2010-02-25,58,58,4
Nemerle,2012-03-29,1,1,1
Objective-J,2011-07-01,465,35,8
Delphi,2012-03-29,50,11,31
Prolog,2012-03-12,4,4,4
Powershell,2011-03-21,258,130,11
PowerShell,2011-11-23,1,1,1
Verilog,2011-09-26,1,1,1
Verilog,2012-03-19,51,32,50
Racket,2012-03-18,3,3,3
XQuery,2012-02-02,4,4,4
Objective-J,2009-11-28,39,3,1
F#,2012-03-20,8,8,8
Visual Basic,2011-11-18,2,2,2
Nu,2011-10-06,5,1,1
Racket,2012-02-26,2,2,1
Verilog,2012-02-12,4,2,1
Delphi,2010-12-14,4,1,1
Rust,2012-03-28,11,1,11
Rust,2012-03-25,7,3,4
Vala,2009-11-05,221,56,7
Verilog,2009-03-04,19,6,3
VHDL,2012-03-20,31,31,31
Verilog,2011-10-05,3,2,1
Prolog,2012-03-25,12,12,12
Tcl,2012-03-19,7,7,7
Eiffel,2009-09-03,32,24,2
Racket,2012-03-10,2,2,2
Racket,2012-01-19,3,3,3
OpenEdge ABL,2012-03-13,11,5,4
Prolog,2012-01-31,7,7,7
Objective-J,2011-03-22,36,6,6
F#,2011-10-04,0,1,1
Arduino,2011-08-13,61,8,2
Racket,2011-11-04,4,4,4
SuperCollider,2010-11-07,1,1,1
Factor,2012-03-13,3,0,3
Arduino,2012-02-15,3,0,2
VHDL,2012-03-05,1,1,1
Coq,2012-03-23,3,3,3
Racket,2012-02-27,29,17,17
OpenEdge ABL,2012-02-22,1,1,1
Powershell,2012-01-19,1,1,1
HaXe,2010-09-01,71,6,3
Rust,2012-02-05,13,5,3
Rebol,2010-10-29,7,2,1
F#,2011-06-15,4,2,1
Modelica,2012-01-16,12,6,6
Objective-J,2012-03-14,3,3,3
Racket,2011-04-12,5,3,1
XQuery,2011-10-24,5,1,1
Gosu,2012-03-29,5,5,5
Racket,2010-04-17,33485,6843,158
Powershell,2010-03-09,7068,1233,23
Pure Data,2012-02-02,5,5,5
Nemerle,2012-03-28,2,2,2
PowerShell,2012-03-28,1,1,1
Racket,2012-03-23,4,4,4
Scilab,2012-03-28,4,4,4
Objective-J,2012-01-22,114,57,57
VHDL,2011-07-20,2,2,2
Rust,2011-03-07,444,126,14
HaXe,2012-03-30,196,194,196
F#,2011-12-20,3,1,1
Prolog,2011-12-07,1,1,1
Rust,2012-03-16,4,3,3
F#,2012-03-03,7,0,7
Smalltalk,2012-03-11,56,40,40
FORTRAN,2012-03-30,2,0,2
Racket,2012-02-11,40,20,20
FORTRAN,2012-03-26,5,5,5
Racket,2012-02-08,19,19,19
VHDL,2012-03-01,26,26,26
Verilog,2012-03-29,3,2,3
ASP,2012-02-07,12,11,5
Visual Basic,2010-11-27,13,13,13
Objective-J,2010-05-02,31,3,1
FORTRAN,2012-03-10,29,29,29
Arduino,2012-01-04,19,5,5
Racket,2011-08-17,33,3,3
Pure Data,2012-03-01,1,0,1
F#,2011-09-22,156,30,7
Mirah,2011-04-01,6,1,1
Delphi,2009-04-09,8970,2821,403
Nemerle,2012-03-23,2,1,1
Prolog,2011-10-07,9,5,2
HaXe,2011-12-04,33,2,2
Rust,2012-02-11,29,19,5
HaXe,2012-02-20,2,1,2
Eiffel,2012-01-24,4,2,2
AutoHotkey,2012-03-10,138,75,75
Scilab,2011-08-24,1170,130,130
AutoHotkey,2011-09-01,1,1,1
Visual Basic,2012-01-21,2,2,2
Tcl,2012-03-24,2,2,2
Rust,2012-03-10,1,0,1
FORTRAN,2010-07-13,7,7,2
Rust,2012-01-29,1,1,1
Standard ML,2011-10-03,116,58,29
